card_name,set_name,type,is_kingdom_card,cost,card_text,potion,card_text_es
Dungeon,Adventures,Action-Duration,1,$3,"+1 Action\nNow and at the start of your next turn: +2 Cards, then discard 2 cards.",0,"+1 Acción\nNow y at el  start de tu próximo turno: +2 Cartas, luego descartuna 2 cartas."
Duplicate,Adventures,Action-Reserve,1,$4,"Put this on your Tavern mat.\dWhen you gain a card costing up to $6, you may call this, to gain a copy of that card.",0,"Put this en tu Tavern mat.\dWhen tú ganuna una cartuna costing up a $6, puedes call this, a ganuna una copy de that carta."
Expedition,Adventures,Event,0,$3,Draw 2 extra cards for your next hand.,0,Robuna 2 extruna cartas po tu next mano.
Ferry,Adventures,Event,0,$3,"Move your -$2 cost token to an Action Supply pile (cards from that pile cost $2 less on your turns, but not less than $0).",0,"Move tu -$2 cost aken a an Acción Suministro pile (cartas de that pile cost $2 less en tu turns, but not less than $0)."
Fugitive,Adventures,Action-Traveller,0,$4*,"+2 Cards\n+1 Action\nDiscard a card.\dWhen you discard this from play, you may exchange it for a Disciple.\n(This is not in the Supply.)",0,"+2 Cartas\n+1 Acción\nDescartuna una carta.\dWhen tú descartuna this de play, puedes exchange it po una Disciple.\n(Esa no está en el Suministro.)"
Gear,Adventures,Action-Duration,1,$3,"+2 Cards\nSet aside up to 2 cards from your hand face down. At the start of your next turn, put them into your hand.",0,"+2 Cartas\nApartuna up a 2 cartas de tu mano face down. At el  start de tu próximo turno, put el m en tu mano."
Giant,Adventures,Action-Attack,1,$5,"Turn your Journey token over (it starts face up). If it's face down, +$1. If it's face up, +$5, and each other player reveals the top card of his deck, trashes it if it costs from $3 to $6, and otherwise discards it and gains a Curse.",0,"Turn tu Journey aken over (it starts face up). If it's face down, +1. If it's face up, +5, y caduna otro jugado revelas el  cartuna superio de his mazo, eliminares it if it costs de $3 a $6, y oel rwise descartas it y ganas una Maldición."
Guide,Adventures,Action-Reserve,1,$3,"+1 Card\n+1 Action\nPut this on your Tavern mat.\dAt the start of your turn, you may call this, to discard your hand and draw 5 cards.",0,"+1 Carta\n+1 Acción\nPut this en tu Tavern mat.\dAl comienzo de tu turno, puedes call this, a descartuna tu mano y robuna 5 cartas."
Haunted Woods,Adventures,Action-Attack-Duration,1,$5,"Until you next turn, when any other player buys a card, he puts his hand on top of his deck in any order.\nAt the start of your next turn:\n+3 Cards",0,"Until tú próximo turno, when any oel r player buys una carta, he puts his mano en ap de his mazo in any oder.\nAt el  start de tu próximo turno:\n+3 Cartas"
Hero,Adventures,Action-Traveller,0,$5*,"+$2\nGain a Treasure.\dWhen you discard this from play, you may exchange it for a Champion.\n(This is not in the Supply.)",0,"+2\nGanuna una Tesoo.\dWhen tú descartuna this de play, puedes exchange it po una Champien.\n(Esa no está en el Suministro.)"
Hireling,Adventures,Action-Duration,1,$6,At the start of each of your turns for the rest of the game:\d+1 Card\d(This stays in play.),0,At el  start de each de tu turns po el  rest de el  game:\d+1 Carta\d(This stays in play.)
Inheritance,Adventures,Event,0,$7,Once per game: Set aside a non-Victory Action card from the Supply costing up to $4. Move your Estate token to it (your Estates gain the abilities and types of that card).,0,Once per game: Apartuna una nen-Vicaiuna cartuna de Acción de el Suministro costing up a $4. Move tu Fincuna aken a it (tu Fincas ganuna el  abilities y types de that carta).
Lost Arts,Adventures,Event,0,$5,"Move your +1 Action token to an Action Supply pile (when you play a card from that pile, you first get +1 Action).",0,"Move tu +1 Acción aken a an Acción Suministro pile (when tú play una cartuna de that pile, tú first get +1 Acción)."
Lost City,Adventures,Action,1,$5,"+2 Cards\n+2 Actions\dWhen you gain this, each other player draws a card.",0,"+2 Cartas\n+2 Accienes\dCuyo ganas esa, caduna otro jugado robas una carta."
Magpie,Adventures,Action,1,$4,"+1 Card\n+1 Action\nReveal the top card of your deck. If it's a Treasure, put it into your hand. If it's an Action or Victory card, gain a Magpie.",0,"+1 Carta\n+1 Acción\nReveluna el  cartuna superio de tu mazo. If it's una Tesoo, put it en tu mano. If it's an Acción o cartuna de Vicaia, ganuna una Magpie."
Messenger,Adventures,Action,1,$4,"+1 Buy\n+$2\nYou may put your deck into your discard pile.\dWhen this is your first buy in a turn, gain a card costing up to $4, and each other player gains a copy of it.",0,"+1 Compra\n+2\nPuedes put tu mazo en tu descartuna pile.\dWhen this is tu first buy in una turn, ganuna una cartuna costing up a $4, y caduna otro jugado ganuna una copy de it."
Miser,Adventures,Action,1,$4,Choose one: Put a Copper from your hand onto your Tavern mat; or +$1 per Copper on your Tavern mat.,0,Elige una: Put una Cobre de tu mano en tu Tavern mat; o +1 per Cobre en tu Tavern mat.
Mission,Adventures,Event,0,$4,"Once per turn: If the previous turn wasn't yours, take another turn after this one, in which you can't buy cards.",0,"Once per turn: If el  previous turn wasn't tus, take anoel r turn after this ene, in which tú can't buy cartas."
Page,Adventures,Action-Traveller,1,$2,"+1 Card\n+1 Action\dWhen you discard this from play, you may exchange it for a Treasure Hunter.",0,"+1 Carta\n+1 Acción\dWhen tú descartuna this de play, puedes exchange it po una Tesoo Hunter."
Pathfinding,Adventures,Event,0,$8,"Move your +1 Card token to an Action Supply pile (when you play a card from that pile, you first get +1 Card).",0,"Move tu +1 Cartuna aken a an Acción Suministro pile (when tú play una cartuna de that pile, tú first get +1 Carta)."
Peasant,Adventures,Action-Traveller,1,$2,"+1 Buy\n+$1\dWhen you discard this from play, you may exchange it for a Soldier.",0,"+1 Compra\n+1\dWhen tú descartuna this de play, puedes exchange it po una Soldier."
Pilgrimage,Adventures,Event,0,$4,"Once per turn: Turn your Journey token over (it starts face up); then if it's face up, choose up to 3 differently named cards you have in play and gain a copy of each.",0,"Once per turn: Turn tu Journey aken over (it starts face up); luego if it's face up, choose up a 3 differently named cartas tú have in play y ganuna una copy de each."
Plan,Adventures,Event,0,$3,"Move your Trashing token to an Action Supply pile (when you buy a card from that pile, you may trash a card from your hand.)",0,"Move tu Eliminaring aken a an Acción Suministro pile (when tú buy una cartuna de that pile, puedes eliminar una cartuna de tu mano.)"
Port,Adventures,Action,1,$4,"+1 Card\n+2 Actions\dWhen you buy this, gain another Port.",0,"+1 Carta\n+2 Accienes\dWhen tú buy this, ganuna anoel r Pot."
Quest,Adventures,Event,0,$0,"You may discard an Attack, two Curses, or six cards. If you do, gain a Gold.",0,"Puedes descartuna an Attack, two Maldicións, o six cartas. Si lo haces, ganuna una Oro."
Raid,Adventures,Event,0,$5,Gain a Silver per Silver you have in play. Each other player puts his -1 Card token on his deck.,0,Ganuna una Platuna per Platuna tú have in play. Each oel r player puts his -1 Cartuna aken en his mazo.
Ranger,Adventures,Action,1,$4,"+1 Buy\nTurn your Journey token over (it starts face up). If it's face up, +5 Cards.",0,"+1 Compra\nTurn tu Journey aken over (it starts face up). If it's face up, +5 Cartas."
Ratcatcher,Adventures,Action-Reserve,1,$2,"+1 Card\n+1 Action\nPut this on your Tavern mat.\dAt the start of your turn, you may call this to trash a card from your hand.",0,"+1 Carta\n+1 Acción\nPut this en tu Tavern mat.\dAl comienzo de tu turno, puedes call this a eliminar una cartuna de tu mano."
Raze,Adventures,Action,1,$2,+1 Action\nTrash this or a card from your hand. Look at a number of cards from the top of your deck equal to the cost in $ of the trashed card. Put one into your hand and discard the rest.,0,+1 Acción\nEliminar this o una cartuna de tu mano. Look at una number de cartas de luna parte superio de tu mazo equal a el  cost in $ de el  eliminaduna carta. Put ene en tu mano y descartuna el  rest.
Relic,Adventures,Treasure-Attack,1,$5,"Worth $2\nWhen you play this, each other player puts his -1 Card token on his deck.",0,"Woth $2\nCuyo juegas esa, caduna otro jugado puts his -1 Cartuna aken en his mazo."
Royal Carriage,Adventures,Action-Reserve,1,$5,"+1 Action\nPut this on your Tavern mat.\dDirectly after resolving an Action, if it's still in play, you may call this, to replay that Action.",0,"+1 Acción\nPut this en tu Tavern mat.\dDirectly after resolving an Acción, if it's still in play, puedes call this, a replay that Acción."
Save,Adventures,Event,0,$1,"+1 Buy\nOnce per turn: Set aside a card from your hand, and put it into your hand at end of turn (after drawing).",0,"+1 Compra\nOnce per turn: Apartuna una cartuna de tu mano, y put it en tu mano at end de turn (after robaing)."
Scouting Party,Adventures,Event,0,$2,+1 Buy\nLook at the top 5 cards of your deck. Discard 3 of them and put the rest back on top of your deck in any order.,0,+1 Compra\nLook at el  5 cartas superioes de tu mazo. Descartuna 3 de el m y put el  rest back en ap de tu mazo in any oder.
Seaway,Adventures,Event,0,$5,"Gain an Action card costing up to $4. Move your +1 Buy token to its pile (when you play a card from that pile, you first get +1 Buy).",0,"Ganuna an cartuna de Acción costing up a $4. Move tu +1 Compruna aken a its pile (when tú play una cartuna de that pile, tú first get +1 Compra)."
Soldier,Adventures,Action-Attack-Traveller,0,$3*,"+$2\n+$1 per other Attack you have in play. Each other player with 4 or more cards in hand discards a card.\dWhen you discard this from play, you may exchange it for a Fugitive.\n(This is not in the Supply)",0,"+2\n+1 per oel r Attack tú have in play. Each oel r player cen 4 o moe cartas in mano descartas una carta.\dWhen tú descartuna this de play, puedes exchange it po una Fugitive.\n(This is not in el Suministro)"
Storyteller,Adventures,Action,1,$5,+1 Action\n+$1\nPlay up to 3 Treasures from your hand. Pay all of your $; +1 Card per $ paid.,0,+1 Acción\n+1\nPlay up a 3 Tesoos de tu mano. Pay all de tu $; +1 Cartuna per $ paid.
Swamp Hag,Adventures,Action-Attack-Duration,1,$5,"Until your next turn, when any other player buys a card, he gains a Curse.\nAt the start of your next turn:\n+$3",0,"Until tu próximo turno, when any oel r player buys una carta, he ganas una Maldición.\nAt el  start de tu próximo turno:\n+3"
Teacher,Adventures,Action-Reserve,0,$6*,"Put this on your Tavern mat.\dAt the start of your turn, you may call this, to move your +1 Card, +1 Action, +1 Buy, or +$1 token to an Action Supply pile you have no token on (when you play a card from that pile you first get that bonus).\n(This is not in the Supply.)",0,"Put this en tu Tavern mat.\dAl comienzo de tu turno, puedes call this, a move tu +1 Carta, +1 Acción, +1 Compra, o +1 aken a an Acción Suministro pile tú have no aken en (when tú play una cartuna de that pile tú first get that benus).\n(Esa no está en el Suministro.)"
Trade,Adventures,Event,0,$5,Trash up to 2 cards from your hand.\nGain a Silver per card you trashed.,0,Eliminar up a 2 cartas de tu mano.\nGanuna una Platuna per cartuna tú eliminada.
Training,Adventures,Event,0,$6,"Move your +$1 token to an Action Supply pile (when you play a card from that pile, you first get +$1).",0,"Move tu +1 aken a an Acción Suministro pile (when tú play una cartuna de that pile, tú first get +1)."
Transmogrify,Adventures,Action-Reserve,1,$4,"+1 Action\nPut this on your Tavern mat.\nAt the start of your turn, you may call this, to trash a card from your hand, gain a card costing up to $1 more than it, and put that card into your hand.",0,"+1 Acción\nPut this en tu Tavern mat.\nAl comienzo de tu turno, puedes call this, a eliminar una cartuna de tu mano, ganuna una cartuna costing up a $1 moe than it, y put that cartuna en tu mano."
Travelling Fair,Adventures,Event,0,$2,"+2 Buys\nWhen you gain a card this turn, you may put it on top of your deck.",0,"+2 Compras\nWhen tú ganuna una cartuna este turno, puedes put it en ap de tu mazo."
Treasure Hunter,Adventures,Action-Traveller,0,$3*,"+1 Action\n+$1\nGain a Silver per card the player to your right gained in his last turn.\dWhen you discard this from play, you may exchange it for a Warrior.\n(This is not in the Supply.)",0,"+1 Acción\n+1\nGanuna una Platuna per cartuna el  player a tu right ganaduna in his last turn.\dWhen tú descartuna this de play, puedes exchange it po una Warrio.\n(Esa no está en el Suministro.)"
Treasure Trove,Adventures,Treasure,1,$5,"Worth $2\nWhen you play this, gain a Gold and a Copper.",0,"Es una Carta de Tesoro de valor 2 MONEDAS, como la “Plata”. Mientras esté en juego, cada vez que compres una Carta de Victoria, ganas una Carta de “Oro” del Suministro, que pones en tu Pila de Descartes. Obviamente, si no quedan “Oros” en el Suministro, no ganas ninguno."
Warrior,Adventures,Action-Attack-Traveller,0,$4*,"+2 Cards\nFor each Traveller you have in play (including this) each other player discards the top card of his deck and trashes it if it costs $3 or $4.\dWhen you discard this from play, you may exchange it for a Hero.\n(This is not in the Supply.)",0,"+2 Cartas\nFo each Traveller tú have in play (including this) caduna otro jugado descartas el  cartuna superio de his mazo y eliminares it if it costs $3 o $4.\dWhen tú descartuna this de play, puedes exchange it po una Hero.\n(Esa no está en el Suministro.)"
Wine Merchant,Adventures,Action-Reserve,1,$5,"+1 Buy\n+$4\nPut this on your Tavern mat.\dAt the end of your Buy phase, if you have at least $2 unspent, you may discard this from your Tavern mat.",0,"+1 Compra\n+4\nPut this en tu Tavern mat.\dAt el  end de tu Buy phase, if tú have at least $2 unspent, puedes descartuna this de tu Tavern mat."
City Quarter,Empires,Action,1,$0,+2 Actions\nReveal your hand. +1 Card per Action card revealed.,0,+2 Accienes\nReveluna tu mano. +1 Cartuna per cartuna de Acción revelada.
Engineer,Empires,Action,1,$0,"Gain a card costing up to 4 Coins. You may trash this. If you do, gain a card costing up to 4 Coins.",0,"Ganuna una cartuna costing up a 4 Coins. Puedes eliminar this. Si lo haces, ganuna una cartuna costing up a 4 Coins."
Overlord,Empires,Action,1,$0,Play this as if it were an Action card in the Supply costing up to 5 Coins. This is that card until it leaves play.,0,Play this as if it were an cartuna de Acción in el Suministro costing up a 5 Coins. This is that cartuna until it leaves play.
Royal Blacksmith,Empires,Action,1,$0,+5 Cards\nReveal your hand; discard the Coppers.,0,+5 Cartas\nReveluna tu mano; descartuna el  Cobres.
Encampment/Plunder,Empires,Action,1,$2,"This pile starts the game with 5 copies of Encampment on top, then 5 copies of Plunder. Only the top card of the pile can be gained or bought.",0,"This pile starts el  game cen 5 copies de Encampment en ap, luego 5 copies de Plunder. Only el  cartuna superio de el  pile can be ganaduna o bought."
Patrician/Emporium,Empires,Action,1,$2,"This pile starts the game with 5 copies of Patrician on top, then 5 copies of Emporium. Only the top card of the pile can be gained or bought.",0,"This pile starts el  game cen 5 copies de Patrician en ap, luego 5 copies de Empoium. Only el  cartuna superio de el  pile can be ganaduna o bought."
Settlers/Bustling Village,Empires,Action,1,$2,"This pile starts the game with 5 copies of Settlers on top, then 5 copies of Bustling Village. Only the top card of the pile can be gained or bought.",0,"This pile starts el  game cen 5 copies de Settlers en ap, luego 5 copies de Bustling Village. Only el  cartuna superio de el  pile can be ganaduna o bought."
Castles,Empires,Victory-Castle,1,$3,"Sort the castle pile by cost, putting the more expensive Castles on the bottom. For a 2-player game, use only one of each Castle. Only the top card of the pile may be gained or bought.",0,"Sot el  castle pile by cost, putting el  moe expensive Castles en el  botam. Fo una 2-player game, use enly ene de each Castle. Only el  cartuna superio de el  pile may be ganaduna o bought."
Catapult/Rocks,Empires,Action-Attack,1,$3,"This pile starts the game with 5 copies of Catapult on top, then 5 copies of Rocks. Only the top card of the pile can be gained or bought.",0,"This pile starts el  game cen 5 copies de Catapult en ap, luego 5 copies de Rocks. Only el  cartuna superio de el  pile can be ganaduna o bought."
Chariot Race,Empires,Action,1,$3,+1 Action,0,+1 Acción
Enchantress,Empires,Action-Attack-Duration,1,$3,"Until your next turn, the first time each other player plays an Action card on their turn, they get +1 Card and +1 Action instead of following its instructions.\nAt the start of your next turn,\n+1 Cards",0,"Until tu próximo turno, el  first time caduna otro jugado plays an cartuna de Acción en el ir turn, el y get +1 Cartuna y +1 Acción instead de following its instructiens.\nAt el  start de tu próximo turno,\n+1 Cartas"
Farmer's Market,Empires,Action-Gathering,1,$3,"+1 Buy\nIf there are 4 Victory or more on the Farmer's Market Supply pile, take them and trash this. Otherwise, add 1 Victory to the pile and then +1 Coin per 1 Victory on the pile.",0,"+1 Compra\nIf el re are 4 Vicaiuna o moe en el  Farmer's Market Suministro pile, take el m y eliminar this. Oel rwise, add 1 Vicaiuna a el  pile y luego +1 Coin per 1 Vicaiuna en el  pile."
Gladiator/Fortune,Empires,Action,1,$3,"This pile starts the game with 5 copies of Gladiator on top, then 5 copies of Fortune. Only the top card of the pile can be gained or bought.",0,"This pile starts el  game cen 5 copies de Gladiaa en ap, luego 5 copies de Fotune. Only el  cartuna superio de el  pile can be ganaduna o bought."
Sacrifice,Empires,Action,1,$4,"Trash a card from your hand. If it's an\nAction card, +1 Cards, +2 Actions\nTreasure card, +2 Coins\nVictory card, +2 Victory",0,"Eliminar una cartuna de tu mano. If it's an\ncartuna de Acción, +1 Cartas, +2 Accienes\ncartuna de Tesoo, +2 Coins\ncartuna de Vicaia, +2 Vicaia"
Temple,Empires,Action-Gathering,1,$4,"+1 Victory\nTrash from 1 to 3 differently named cards from your hand. Add 1 Victory to the Temple Supply pile.\dWhen you gain this, take all the Victory from the Temple Supply pile.",0,"+1 Vicaia\nEliminar de 1 a 3 differently named cartas de tu mano. Add 1 Vicaiuna a el  Temple Suministro pile.\dCuyo ganas esa, take all el  Vicaiuna de el  Temple Suministro pile."
Villa,Empires,Action,1,$4,"+2 Actions\n+1 Buy\n+1 Coin\dWhen you gain this, put it into your hand, +1 Action, and if it's your Buy phase return to your Action phase.",0,"+2 Accienes\n+1 Compra\n+1 Coin\dCuyo ganas esa, put it en tu mano, +1 Acción, y if it's tu Buy phase return a tu Acción phase."
Archive,Empires,Action-Duration,1,$5,"+1 Action\nSet aside the top 3 cards of your deck face down (you may look at them). Now and at the start of your next two turns, put one into your hand.",0,"+1 Acción\nApartuna el  3 cartas superioes de tu mazo face down (puedes look at el m). Now y at el  start de tu next two turns, put ene en tu mano."
Capital,Empires,Treasure,1,$5,"6 Coins\n+1 Buy\dWhen you discard this from play, take 6 Debt, and then you may pay off Debt.",0,"6 Coins\n+1 Compra\dWhen tú descartuna this de play, take 6 Debt, y luego puedes pay def Debt."
Charm,Empires,Treasure,1,$5,"When you play this, choose one: +1 Buy and +2 Coins; or the next time you buy a card this turn, you may also gain a differently named card with the same cost.",0,"Cuyo juegas esa, choose ene: +1 Compruna y +2 Coins; o el  next time tú buy una cartuna este turno, puedes also ganuna una differently named cartuna cen el  same cost."
Crown,Empires,Action-Treasure,1,$5,"If it's your Action phase, you may play an Action from your hand twice. If it's your Buy phase, you may play a Treasure from your hand twice.",0,"If it's tu Acción phase, puedes play an Acción de tu mano twice. If it's tu Buy phase, puedes play una Tesoo de tu mano twice."
Forum,Empires,Action,1,$5,"+1 Card\n+1 Action\nDiscard 2 cards.\dWhen you buy this, +1 Buy.",0,"+1 Carta\n+1 Acción\nDescartuna 2 cartas.\dWhen tú buy this, +1 Compra."
Groundskeeper,Empires,Action,1,$5,"+1 Card\n+1 Action\dWhile this is in play, when you gain a Victory card, +1 Victory.",0,"+1 Carta\n+1 Acción\dWhile this is in play, when tú ganuna una cartuna de Vicaia, +1 Vicaia."
Legionary,Empires,Action-Attack,1,$5,"+3 Coins\nYou may reveal a Gold from your hand. If you do, each other player discards down to 2 cards in hand, then draws a card.",0,"+3 Coins\nPuedes reveluna una Oro de tu mano. Si lo haces, caduna otro jugado descartas down a 2 cartas in mano, luego robas una carta."
Wild Hunt,Empires,Action-Gathering,1,$5,"Choose one: +3 Cards and add 1 Victory to the Wild Hunt Supply pile; or gain an Estate, and if you do, take the Victory from the pile.",0,"Elige una: +3 Cartas y add 1 Vicaiuna a el  Wild Hunt Suministro pile; o ganuna an Finca, y si lo haces, take el  Vicaiuna de el  pile."
Advance,Empires,Event,0,$0,"You may trash an Action card from your hand. If you do, gain an Action card costing up to 6 Coins.",0,"Puedes eliminar an cartuna de Acción de tu mano. Si lo haces, ganuna an cartuna de Acción costing up a 6 Coins."
Annex,Empires,Event,0,$0,Look through your discard pile. Shuffle all but up to 5 cards from it into your deck. Gain a Duchy.,0,Look through tu descartuna pile. Shuffle all but up a 5 cartas de it en tu mazo. Ganuna una Ducado.
Donate,Empires,Event,0,$0,"After this turn, put all cards from your deck and discard pile into your hand, trash any number, shuffle your hand into your deck, then draw 5 cards.",0,"After este turno, put all cartas de tu mazo y descartuna pile en tu mano, eliminar any number, shuffle tu mano en tu mazo, luego robuna 5 cartas."
Triumph,Empires,Event,0,$0,"Gain an Estate.\nIf you did, +1 Victory per card you've gained this turn.",0,"Ganuna an Finca.\nIf tú did, +1 Vicaiuna per cartuna tú've ganaduna este turno."
Delve,Empires,Event,0,$2,+1 Buy\nGain a Silver.,0,+1 Compra\nGanuna una Plata.
Tax,Empires,Event,0,$2,"Add 2 Debt to a Supply pile.\dSetup: Add 1 Debt to each Supply pile. When a player buys a card, they take the Debt from its pile.",0,"Add 2 Debt a una Suministro pile.\dPreparación: Add 1 Debt a each Suministro pile. When una player buys una carta, el y take el  Debt de its pile."
Banquet,Empires,Event,0,$3,Gain 2 Coppers and a non-Victory card costing up to 5 Coins.,0,Ganuna 2 Cobres y una nen-cartuna de Vicaiuna costing up a 5 Coins.
Ritual,Empires,Event,0,$4,"Gain a Curse. If you do, trash a card from your hand. +1 Victory per 1 Coin it cost.",0,"Ganuna una Maldición. Si lo haces, eliminar una cartuna de tu mano. +1 Vicaiuna per 1 Coin it cost."
Salt the Earth,Empires,Event,0,$4,+1 Victory\nTrash a Victory card from the Supply.,0,+1 Vicaia\nEliminar una cartuna de Vicaiuna de el Suministro.
Wedding,Empires,Event,0,$4,+1 Victory\nGain a Gold.,0,+1 Vicaia\nGanuna una Oro.
Windfall,Empires,Event,0,$5,"If your deck and discard pile are empty, gain 3 Golds.",0,"If tu mazo y descartuna pile are empty, ganuna 3 Oros."
Conquest,Empires,Event,0,$6,Gain 2 Silvers.\n+1 Victory per Silver you've gained this turn.,0,Ganuna 2 Platas.\n+1 Vicaiuna per Platuna tú've ganaduna este turno.
Dominate,Empires,Event,0,$14,"Gain a Province. If you do, +9 Victory",0,"Ganuna una Provincia. Si lo haces, +9 Vicaia"
Aqueduct,Empires,Landmark,0,$0,"When you gain a Treasure, move 1 Victory from its pile to this.\nWhen you gain a Victory card, take the Victory from this.\dSetup: Put 8 Victory on the Silver and Gold piles.",0,"When tú ganuna una Tesoo, move 1 Vicaiuna de its pile a this.\nWhen tú ganuna una cartuna de Vicaia, take el  Vicaiuna de this.\dPreparación: Put 8 Vicaiuna en el  Platuna y Oro piles."
Arena,Empires,Landmark,0,$0,"At the start of your Buy phase, you may discard an Action card. If you do, take 2 Victory from here.\dSetup: Put 6 Victory here per player.",0,"At el  start de tu Buy phase, puedes descartuna an cartuna de Acción. Si lo haces, take 2 Vicaiuna de here.\dPreparación: Put 6 Vicaiuna here per player."
Bandit Fort,Empires,Landmark,0,$0,"When scoring, -2 Victory for each Silver and each Gold you have.",0,"When scoing, -2 Vicaiuna po each Platuna y each Oro tú have."
Basilica,Empires,Landmark,0,$0,"When you buy a card, if you have 2 Coins or more left, take 2 Victory from here.\dSetup: Plus 6 Victory here per player.",0,"When tú buy una carta, if tú have 2 Coins o moe left, take 2 Vicaiuna de here.\dPreparación: Plus 6 Vicaiuna here per player."
Baths,Empires,Landmark,0,$0,"When you end your turn without having gained a card, take 2 Victory from here.\dSetup: Put 6 Victory here per player.",0,"When tú end tu turn cenout having ganaduna una carta, take 2 Vicaiuna de here.\dPreparación: Put 6 Vicaiuna here per player."
Battlefield,Empires,Landmark,0,$0,"When you gain a Victory card, take 2 Victory from here.\dSetup: Put 6 Victory here per player.",0,"When tú ganuna una cartuna de Vicaia, take 2 Vicaiuna de here.\dPreparación: Put 6 Vicaiuna here per player."
Colonnade,Empires,Landmark,0,$0,"When you buy an Action card, if you have a copy of it in play, take 2 Victory from here.\dSetup: Put 6 Victory here per player.",0,"When tú buy an cartuna de Acción, if tú have una copy de it in play, take 2 Vicaiuna de here.\dPreparación: Put 6 Vicaiuna here per player."
Defiled Shrine,Empires,Landmark,0,$0,"When you gain an Action, move 1 Victory from its pile to this. When you buy a Curse, take the Victory from this.\dSetup: Put 2 Victory on each non-Gathering Action Supply pile.",0,"When tú ganuna an Acción, move 1 Vicaiuna de its pile a this. When tú buy una Maldición, take el  Vicaiuna de this.\dPreparación: Put 2 Vicaiuna en each nen-Gael ring Acción Suministro pile."
Fountain,Empires,Landmark,0,$0,"When scoring, 15 Victory if you have at least 10 Coppers.",0,"When scoing, 15 Vicaiuna if tú have at least 10 Cobres."
Keep,Empires,Landmark,0,$0,"When scoring, 5 Victory per differently named Treasure you have, that you have more copies of than each other player, or tied for most.",0,"When scoing, 5 Vicaiuna per differently named Tesoo tú have, that tú have moe copies de than caduna otro jugado, o tied po most."
Labyrinth,Empires,Landmark,0,$0,"When you gain a 2nd card in one of your turns, take 2 Victory from here.\dSetup: Put 6 Victory here per player.",0,"When tú ganuna una 2nd cartuna in ene de tu turns, take 2 Vicaiuna de here.\dPreparación: Put 6 Vicaiuna here per player."
Mountain Pass,Empires,Landmark,0,$0,"When you are the first player to gain a Province, after that turn, each player bids once, up to 40 Debt, ending with you. High bidder gets +8 Victory and takes the Debt they bid.",0,"When tú are el  first player a ganuna una Provincia, after that turn, each player bids ence, up a 40 Debt, ending cen tú. High bidder gets +8 Vicaiuna y takes el  Debt el y bid."
Museum,Empires,Landmark,0,$0,"When scoring, 2 Victory per differently named card you have.",0,"When scoing, 2 Vicaiuna per differently named cartuna tú have."
Obelisk,Empires,Landmark,0,$0,"When scoring, 2 Victory per card you have from the chosen pile.\dSetup: Choose a random Action Supply pile.",0,"When scoing, 2 Vicaiuna per cartuna tú have de el  chosen pile.\dPreparación: Choose una ryom Acción Suministro pile."
Orchard,Empires,Landmark,0,$0,"When scoring, 4 Victory per differently named Action card you have 3 or more copies of.",0,"When scoing, 4 Vicaiuna per differently named cartuna de Acción tú have 3 o moe copies de."
Palace,Empires,Landmark,0,$0,"When scoring, 3 Victory per set you have of Copper-Silver-Gold.",0,"When scoing, 3 Vicaiuna per set tú have de Cobre-Plata-Oro."
Tomb,Empires,Landmark,0,$0,"When you trash a card, +1 Victory.",0,"When tú eliminar una carta, +1 Vicaia."
Tower,Empires,Landmark,0,$0,"When scoring, 1 Victory per non-Victory card you have from an empty Supply pile.",0,"When scoing, 1 Vicaiuna per nen-cartuna de Vicaiuna tú have de an empty Suministro pile."
Triumphal Arch,Empires,Landmark,0,$0,"When scoring, 3 Victory per copy you have of the 2nd most common Action card among your cards (if it's a tie, count either).",0,"When scoing, 3 Vicaiuna per copy tú have de el  2nd most commen cartuna de Acción ameng tu cartas (if it's una tie, count eiel r)."
Wall,Empires,Landmark,0,$0,"When scoring, -1 Victory per card you have after the first 15.",0,"When scoing, -1 Vicaiuna per cartuna tú have after el  first 15."
Wolf Den,Empires,Landmark,0,$0,"When scoring, -3 Victory per card you have exactly one copy of.",0,"When scoing, -3 Vicaiuna per cartuna tú have exactly ene copy de."
Druid,Nocturne,Action-Fate,1,$2,"+1 Buy\nReceive one of the set aside, Boons, leaving it there.\dSetup: Set aside the top 3 Boons, face-up.",0,"+1 Compra\nReceive ene de el  aparta, Boens, leaving it el re.\dPreparación: Apartuna luna parte superio 3 Boens, face-up."
Faithful Hound,Nocturne,Action-Reaction,1,$2,"+2 Cards\dWhen you discard this other than during Clean-up, you may set it aside, and put it into your hand at end of turn.",0,"+2 Cartas\dWhen tú descartuna this oel r than during Clean-up, puedes apártala, y put it en tu mano at end de turn."
Guardian,Nocturne,Night-Duration,1,$2,"Until your next turn, when another player plays an Attack card, it doesnt affect you. At the start of your next turn, +$1.\dThis is gained to your hand (instead of your discard pile).",0,"Until tu próximo turno, when anoel r player plays an Attack carta, it doesnt affect tú. At el  start de tu próximo turno, +1.\dThis is ganaduna a tu mano (instead de tu descartuna pile)."
Monastery,Nocturne,Night,1,$2,"For each card youve gained this turn, you may trash a card from your hand or a Copper you have in play.",0,"Fo each cartuna túve ganaduna este turno, puedes eliminar una cartuna de tu mano o una Cobre tú have in play."
